School,G,Overall W-L%,Overall SRS,Overall SOS,Conf. W-L%,Home W-L%,Away W-L%,AVG PPG,AVG DPPG,AVG PD,AST/TOV,PF/G,Year
Akron,35,0.686,2.82,-1.5,0.75,0.722,0.636,70.629,65.514,5.114,1.019,19.49,2010
Alabama,32,0.531,10.34,6.62,0.375,0.647,0.333,68.5,64.781,3.719,1.046,18.22,2010
Alabama A&M,27,0.407,-20.19,-13.71,0.444,0.615,0.25,65.852,69.667,-3.815,0.649,20.37,2010
Alabama St.,31,0.516,-14.41,-12.02,0.667,0.75,0.353,64.452,65.903,-1.452,0.798,20.45,2010
Albany,32,0.219,-11.94,-5.53,0.125,0.308,0.167,62.719,69.125,-6.406,0.735,18.81,2010
Alcorn St.,31,0.065,-30.36,-9,0.111,0.2,0,60.645,82,-21.355,0.419,21.61,2010
American,31,0.355,-11.47,-6.89,0.5,0.467,0.25,62.613,67.194,-4.581,0.976,19.03,2010
Appalachian St.,37,0.649,1.8,-2.76,0.722,0.778,0.5,74.757,69.378,5.378,0.822,17.62,2010
Arizona,31,0.516,7.97,8.1,0.556,0.688,0.364,71.903,72.032,-0.129,0.881,19.19,2010
Arizona St.,33,0.667,13.8,5.83,0.667,0.8,0.5,66.727,58.727,8,1.176,16.42,2010
Arkansas,32,0.438,5.87,5.09,0.438,0.6,0.222,74.719,73.938,0.781,1.002,18.69,2010
Arkansas St.,31,0.548,-4.01,-4.39,0.611,0.667,0.385,69.677,66.613,3.065,0.944,18.13,2010
Arkansas Pine Bluff,34,0.529,-8.29,-7.68,0.778,0.889,0.263,63.706,64.324,-0.618,0.74,22.47,2010
Army,29,0.483,-9.11,-7.96,0.286,0.714,0.267,60.31,60.966,-0.655,0.777,20,2010
Auburn,32,0.469,5.49,4.68,0.375,0.706,0.1,75.688,74.156,1.531,0.959,19.84,2010
Austin Peay,32,0.531,-3.85,-1.68,0.611,0.733,0.357,72.5,72.406,0.094,0.937,17.09,2010
Ball St.,30,0.5,-4.85,-1.48,0.5,0.647,0.333,60.6,62.367,-1.767,0.761,17.7,2010
Baylor,36,0.778,17.97,8.03,0.688,0.938,0.6,76.972,65.611,11.361,1.035,17.75,2010
Belmont,31,0.613,1.3,-3.41,0.7,0.769,0.5,73.097,68.516,4.581,0.867,19.19,2010
Bethune-Cookman,33,0.515,-13.14,-8.4,0.438,0.714,0.267,61.242,60.485,0.758,0.813,17.97,2010
Binghamton,31,0.419,-10.6,-4.31,0.5,0.75,0.2,61.581,67.161,-5.581,0.681,17.1,2010
Boise St.,32,0.469,-1.11,0.68,0.313,0.563,0.308,74.063,72.844,1.219,1.124,16.78,2010
Boston College,31,0.484,9.58,7.21,0.375,0.647,0.3,69.194,66.065,3.129,1.18,16.9,2010
Boston University,35,0.6,0.57,-3.23,0.688,0.714,0.529,72.229,68.429,3.8,0.838,21.26,2010
Bowling Green St.,30,0.467,-4.7,-0.94,0.375,0.643,0.313,62.967,65.867,-2.9,0.936,16.47,2010
Bradley,31,0.516,3.74,4.11,0.5,0.667,0.333,67.452,67.387,0.065,0.992,16.71,2010
BYU,36,0.833,18.82,3,0.813,0.938,0.714,83.111,66.444,16.667,1.36,17.25,2010
Brown,31,0.355,-10.68,-3.82,0.357,0.308,0.375,66.871,71.968,-5.097,1.037,14.06,2010
Bryant,30,0.033,NA,NA,0.056,0,0.059,50.1,67.8,-17.7,0.648,19.67,2010
Bucknell,31,0.452,-7.94,-6.84,0.643,0.615,0.313,67,67.968,-0.968,1.031,17.84,2010
Buffalo,30,0.6,-2.03,-2.27,0.563,0.692,0.571,72.333,71.167,1.167,1.076,19,2010
Butler,38,0.868,14.37,5.08,1,1,0.923,68.711,59.421,9.289,1.018,18.03,2010
Cal Poly,31,0.387,-7.99,-2.31,0.438,0.5,0.294,70.194,75.323,-5.129,0.873,22.03,2010
Cal St. Bakersfield,29,0.241,NA,NA,NA,0.455,0.118,65.759,74.586,-8.828,0.6,18.72,2010
Cal St. Fullerton,31,0.516,-2.87,-1.55,0.5,0.615,0.538,74.29,73,1.29,0.929,19.77,2010
Cal St. Northridge,32,0.344,-5.81,-1.06,0.375,0.538,0.133,71.313,75.375,-4.063,0.638,23.13,2010
California,35,0.686,17.29,8.26,0.722,0.938,0.5,77.229,68.2,9.029,1.188,16.94,2010
Campbell,30,0.633,-3.13,-4.96,0.7,0.8,0.5,68.567,63.333,5.233,1.002,18.77,2010
Canisius,32,0.469,-5.19,-4.09,0.444,0.583,0.333,66.406,67.5,-1.094,0.856,18.28,2010
Centenary (LA),29,0.276,-17.16,-5.08,0.167,0.357,0.214,70.897,80,-9.103,0.867,21.28,2010
Central Arkansas,30,0.3,NA,NA,0.133,0.2,0.077,63.233,66.967,-3.733,0.705,17.33,2010
Central Connecticut St.,30,0.4,-14.68,-9.68,0.5,0.667,0.188,61.133,64.5,-3.367,0.818,15.13,2010
UCF,32,0.469,-0.03,2.19,0.375,0.6,0.25,66.656,68.25,-1.594,1.037,18.72,2010
Central Michigan,30,0.5,-3.58,-3.58,0.563,0.769,0.313,64.567,64.133,0.433,0.752,21.8,2010
Charleston Southern,30,0.433,-13.25,-8.12,0.389,0.786,0.125,68.733,67.667,1.067,0.745,17.83,2010
Charlotte,31,0.613,3.96,3,0.563,0.667,0.5,73.419,71.129,2.29,0.99,18.19,2010
Chattanooga,33,0.455,-8.56,-3.68,0.333,0.688,0.154,69.848,72.091,-2.242,0.898,18.97,2010
Chicago St.,32,0.281,-21.8,-7.61,0.333,0.583,0,62.813,71.469,-8.656,0.628,20,2010
Cincinnati,35,0.543,9.98,8.45,0.389,0.722,0.182,68.8,66.486,2.314,1.052,18.34,2010
Clemson,32,0.656,15.71,7.9,0.563,0.875,0.455,73.438,64.531,8.906,0.944,17.63,2010
Cleveland St.,33,0.485,0.57,2.12,0.556,0.722,0.25,69.182,68.303,0.879,1.064,21.55,2010
Coastal Carolina,35,0.8,-0.78,-10.14,0.833,0.895,0.692,73.829,60.086,13.743,1.197,16.17,2010
Colgate,29,0.345,-11.34,-6.52,0.429,0.538,0.214,67.414,71.345,-3.931,0.885,18.62,2010
College of Charleston,34,0.647,-0.81,-2.46,0.778,0.923,0.471,74.971,73.324,1.647,1.165,16.88,2010
Colorado,31,0.484,7.01,7.7,0.375,0.813,0.091,74.613,74.161,0.452,1.083,21.26,2010
Colorado St.,32,0.5,1.35,3.61,0.438,0.733,0.214,66.25,66.688,-0.438,0.701,20.56,2010
Columbia,28,0.393,-11.75,-6.04,0.357,0.538,0.267,60.214,65.286,-5.071,0.696,19.71,2010
Connecticut,34,0.529,12.5,9.15,0.389,0.789,0.182,70,66.647,3.353,0.911,15.82,2010
Coppin St.,30,0.267,-14.89,-6.81,0.188,0.538,0.063,61.1,67.633,-6.533,0.726,18.7,2010
Cornell,34,0.853,8.76,-0.91,0.929,0.917,0.813,76.353,64.471,11.882,1.312,17.59,2010
Creighton,34,0.529,3.59,3.15,0.556,0.882,0.231,69.824,68.235,1.588,1.123,18.26,2010
Dartmouth,28,0.179,-18.46,-5.46,0.071,0.333,0,54.036,65.536,-11.5,0.758,18.29,2010
Davidson,31,0.516,-2.26,-1.26,0.611,0.714,0.5,72.258,70.968,1.29,1.126,19.45,2010
Dayton,37,0.676,13.25,5.61,0.5,0.889,0.462,70.243,62.297,7.946,1.015,19.7,2010
Delaware,31,0.226,-7.86,1.37,0.167,0.333,0.133,63.387,72.613,-9.226,0.878,20.94,2010
Delaware St.,29,0.586,-9.08,-7.6,0.688,0.8,0.333,58.517,58.31,0.207,0.904,15.17,2010
Denver,32,0.594,-2.76,-4.89,0.556,0.938,0.154,64.969,62.875,2.094,1.23,21.78,2010
DePaul,31,0.258,1.61,7.58,0.056,0.4,0,61,66.871,-5.871,1.083,18.39,2010
Detroit,34,0.588,1.35,-1.59,0.5,0.688,0.429,69.412,65.706,3.706,0.875,18.56,2010
Drake,33,0.424,0.54,3.34,0.389,0.5,0.333,66.576,68.455,-1.879,1.163,16.7,2010
Drexel,32,0.5,-0.03,0.19,0.611,0.714,0.353,63.875,64.094,-0.219,1.026,20.78,2010
Duke,40,0.875,25.21,9.21,0.813,1,0.5,76.975,61.025,15.95,1.294,18.05,2010
Duquesne,32,0.5,0.79,1.95,0.438,0.786,0.2,70.344,71.375,-1.031,0.965,18.81,2010
East Carolina,31,0.323,-5.91,4.42,0.25,0.357,0.333,67.161,74.935,-7.774,0.708,17.61,2010
East Tennessee St.,35,0.571,-0.83,-1.47,0.65,0.643,0.5,69.257,67.486,1.771,0.736,19.23,2010
Eastern Illinois,31,0.613,-5,-5,0.611,0.75,0.5,68.129,65.258,2.871,1.107,16.74,2010
Eastern Kentucky,33,0.606,-2.07,-5.16,0.611,0.833,0.286,71.242,66.909,4.333,1.611,16.48,2010
Eastern Michigan,32,0.531,-3.46,-3.59,0.5,0.733,0.357,66.375,65.5,0.875,0.917,17.78,2010
Eastern Washington,30,0.3,-11.91,-1.91,0.313,0.538,0.133,68.833,76.267,-7.433,0.903,20.87,2010
Elon,32,0.281,-10.4,-3.04,0.278,0.364,0.25,66.906,72.969,-6.063,0.95,18.72,2010
Evansville,30,0.3,-4.61,1.82,0.167,0.438,0.154,64.8,68.933,-4.133,0.981,21.4,2010
Fairfield,34,0.676,0.4,-3.33,0.722,0.857,0.5,71,67.265,3.735,1.046,18.44,2010
Fairleigh Dickinson,32,0.344,-15.56,-6.42,0.556,0.5,0.25,63.344,71.219,-7.875,0.726,19.06,2010
Florida,34,0.618,11.89,7.16,0.563,0.765,0.5,72.206,66.412,5.794,1.132,14.74,2010
Florida A&M,31,0.29,-18.8,-6.41,0.313,0.5,0.188,63.387,73.226,-9.839,0.643,19.06,2010
Florida Atlantic,30,0.467,-4.48,-3.3,0.556,0.692,0.333,73.4,73.5,-0.1,1.165,21.07,2010
Florida Gulf Coast,29,0.276,NA,NA,0.222,0.417,0.071,64.655,71.793,-7.138,0.816,21.66,2010
Florida International,32,0.219,-12.81,-2.74,0.222,0.308,0.167,68,77.156,-9.156,0.908,19.47,2010
Florida St.,32,0.688,14.64,6.79,0.625,0.813,0.545,68.219,60.375,7.844,0.845,17.97,2010
Fordham,28,0.071,-13.18,2.08,0,0.167,0,64.036,79.286,-15.25,0.626,19.86,2010
Fresno St.,33,0.455,0.14,1.31,0.438,0.667,0.214,66.303,66.879,-0.576,1.009,16.82,2010
Furman,30,0.433,-7.01,-4.83,0.389,0.571,0.308,68.4,68.633,-0.233,0.801,21.03,2010
Gardner Webb,29,0.276,-20.32,-5.61,0.278,0.333,0.214,69.138,77.828,-8.69,0.789,20.28,2010
George Mason,32,0.531,-0.44,0.06,0.667,0.688,0.385,67.031,67.531,-0.5,0.865,17.41,2010
George Washington,31,0.516,3.12,0.96,0.375,0.533,0.467,70.323,68.161,2.161,0.898,20.87,2010
Georgetown,34,0.676,17.03,9.56,0.556,0.75,0.545,73.529,66.059,7.471,1.108,17.03,2010
Georgia,31,0.452,7.33,8.04,0.313,0.75,0,68.645,69.355,-0.71,0.902,16.23,2010
Georgia Southern,32,0.281,-12.57,-1.67,0.333,0.571,0.059,70.625,79.031,-8.406,0.867,21.66,2010
Georgia St.,32,0.375,-3.74,-1.48,0.278,0.643,0.077,62.281,63.719,-1.438,0.824,18.72,2010
Georgia Tech,36,0.639,14.11,9.02,0.438,0.875,0.273,72.806,65.694,7.111,0.885,18.61,2010
Gonzaga,34,0.794,12.11,3.83,0.857,0.933,0.667,76.882,67.382,9.5,1.027,18.06,2010
Grambling,28,0.25,-23.05,-12.75,0.222,0.364,0.133,63.714,73.143,-9.429,0.719,22.29,2010
Green Bay,35,0.629,0.33,0.75,0.611,0.733,0.563,68.486,66.886,1.6,0.945,18.54,2010
Hampton,32,0.438,-6.75,-8.36,0.5,0.5,0.4,65.688,64.063,1.625,0.776,18.47,2010
Hartford,30,0.267,-13.77,-6.04,0.375,0.385,0.188,62.267,70,-7.733,0.974,21.97,2010
Harvard,29,0.724,1.59,-3.91,0.714,0.846,0.625,73.966,66.483,7.483,1,18.62,2010
Hawaii,30,0.333,-4.91,0.33,0.188,0.476,0,68.133,72.9,-4.767,0.967,18.1,2010
High Point,30,0.5,-14.63,-9.3,0.556,0.923,0.176,72.3,73.433,-1.133,0.817,21.6,2010
Hofstra,34,0.559,1.65,-0.02,0.556,0.647,0.462,70.765,68.235,2.529,0.994,21.5,2010
Holy Cross,31,0.29,-8.03,-5.57,0.357,0.417,0.176,69.258,71.71,-2.452,0.915,17.77,2010
Houston,35,0.543,6.74,3.48,0.438,0.667,0.308,78.6,74.971,3.629,1.381,18.63,2010
Houston Christian,33,0.364,NA,NA,0.875,0.417,0.214,71.121,78.909,-7.788,0.675,20.7,2010
Howard,32,0.219,-19.49,-7.27,0.375,0.444,0.118,58.375,70.344,-11.969,0.651,16.78,2010
Idaho,31,0.484,-0.19,0.48,0.375,0.571,0.375,71.161,70.581,0.581,1.063,17.87,2010
Idaho St.,29,0.241,-10.29,0.13,0.25,0.5,0.059,66.448,75.034,-8.586,0.848,17.79,2010
Illinois,36,0.583,11.58,9.58,0.556,0.722,0.636,70.75,66.833,3.917,1.287,16.97,2010
Illinois St.,33,0.667,5.73,1.16,0.611,0.882,0.429,69.182,64.091,5.091,1.009,16.85,2010
Illinois-Chicago,30,0.267,-7.58,0.94,0.167,0.5,0.063,62.533,70.333,-7.8,0.822,18.97,2010
Indiana,31,0.323,0.76,9.37,0.222,0.471,0.111,66.226,71.452,-5.226,0.772,20.52,2010
Indiana St.,32,0.531,1.11,2.4,0.5,0.786,0.333,66.031,66.344,-0.313,0.835,18.44,2010
Iona,31,0.677,2.31,-1.85,0.667,0.786,0.667,66.129,61.968,4.161,1.002,19.81,2010
Iowa,32,0.313,2.12,8.09,0.222,0.5,0.091,60.531,66,-5.469,0.895,15.84,2010
Iowa St.,32,0.469,9.6,8.37,0.25,0.611,0.3,70.313,67.938,2.375,0.998,15.31,2010
IUPUI,36,0.694,1.63,-4.08,0.833,0.786,0.667,74.472,67.222,7.25,1.049,15.92,2010
Jackson St.,32,0.594,-13.21,-10.66,0.944,0.75,0.529,63.375,65.281,-1.906,0.765,20.59,2010
Jacksonville,33,0.606,-1.71,-2.3,0.7,0.727,0.5,69.818,67.515,2.303,0.817,19.82,2010
Jacksonville St.,30,0.367,-8.18,-4.22,0.389,0.588,0.077,69.6,71.467,-1.867,1.096,18.67,2010
James Madison,33,0.394,-4.96,-1.52,0.222,0.643,0.133,66.97,69.909,-2.939,0.969,16.12,2010
Kansas,36,0.917,24.68,8.25,0.938,1,0.818,81.583,64.222,17.361,1.296,18.28,2010
Kansas City,30,0.4,-13.88,-4.75,0.333,0.5,0.333,66.733,70.2,-3.467,0.901,20.8,2010
Kansas St.,37,0.784,19.88,10.28,0.688,0.813,0.778,79.703,69.838,9.865,1.023,22.38,2010
Kennesaw St.,33,0.394,-10.08,-3.69,0.35,0.571,0.2,66.121,70.121,-4,0.869,16.03,2010
Kent St.,34,0.706,5.28,0.74,0.813,0.875,0.6,70.059,65.088,4.971,1.074,18.56,2010
Kentucky,38,0.921,21.13,6.82,0.875,1,0.778,79.263,64.947,14.316,1.065,16.87,2010
La Salle,30,0.4,-0.28,2.46,0.25,0.462,0.333,70.367,73.1,-2.733,0.881,17.23,2010
Lafayette,32,0.594,-7.96,-8.99,0.571,0.813,0.375,72.5,71.469,1.031,1.142,17.25,2010
Lamar,32,0.438,-11.11,-4.22,0.313,0.722,0.071,68.75,71.5,-2.75,0.861,19.03,2010
Lehigh,33,0.667,-3.33,-7.79,0.714,0.882,0.467,75.091,70.636,4.455,1.154,17.85,2010
Liberty,31,0.484,-13.22,-7.25,0.556,0.571,0.357,67.516,68.194,-0.677,0.793,18.29,2010
Lipscomb,30,0.567,-2.07,-3.07,0.7,0.643,0.533,79.1,75.167,3.933,1.182,17.33,2010
Little Rock,30,0.267,-10.06,-2.23,0.222,0.571,0,67.6,73.133,-5.533,0.903,19.9,2010
Long Beach St.,33,0.515,-0.42,1.55,0.5,0.727,0.375,71.03,71.121,-0.091,0.93,17.91,2010
LIU Brooklyn,31,0.452,-11.56,-8.25,0.611,0.769,0.235,69.742,71.774,-2.032,0.767,17.77,2010
Longwood,31,0.387,-14.69,-3.74,NA,0.75,0.176,74.097,78.613,-4.516,1.103,21.03,2010
Louisiana Lafayette,30,0.433,-4.74,-4.74,0.556,0.714,0.2,68.1,67.5,0.6,0.898,20.33,2010
LSU,31,0.355,0.97,5.93,0.125,0.611,0,61.452,66.419,-4.968,0.892,17.65,2010
Louisiana Tech,35,0.686,2.89,-0.4,0.563,0.857,0.529,73.057,69.771,3.286,0.903,16.06,2010
Louisiana-Monroe,31,0.387,-10.75,-5.3,0.333,0.571,0.2,68,71.742,-3.742,0.592,20.23,2010
Louisville,33,0.606,14.08,7.99,0.611,0.789,0.364,75.909,69.818,6.091,1.128,20.09,2010
Loyola Chicago,30,0.467,-4.85,0.56,0.278,0.6,0.333,64.833,67.233,-2.4,0.947,17.43,2010
Loyola MD,30,0.433,-5.23,-4.09,0.333,0.462,0.438,64.967,66.1,-1.133,0.762,20.2,2010
Loyola Marymount,34,0.529,-1.47,1.32,0.5,0.6,0.429,75.824,75.912,-0.088,1.07,19.26,2010
Maine,30,0.633,-6.53,-6.26,0.688,0.75,0.588,64.367,62.133,2.233,0.921,15.7,2010
Manhattan,31,0.355,-4.68,-2.97,0.222,0.429,0.25,65.516,67.226,-1.71,0.85,19.45,2010
Marist,30,0.033,-17.21,-2.85,0.056,0.077,0,56.133,70.5,-14.367,0.698,18.43,2010
Marquette,34,0.647,15.17,8.23,0.611,0.765,0.545,73.088,64.647,8.441,1.462,17.06,2010
Marshall,34,0.706,7.8,1.57,0.688,0.789,0.615,79.912,69.029,10.882,1.271,18.03,2010
Maryland,33,0.727,17.75,7.95,0.813,0.938,0.7,79.667,68.303,11.364,1.423,16.79,2010
UMBC,30,0.133,-16.92,-6.19,0.188,0,0.25,63.1,73.833,-10.733,0.974,18.8,2010
Maryland-Eastern Shore,32,0.344,-16.18,-7.38,0.5,0.5,0.25,60.781,69.25,-8.469,0.74,18.59,2010
Massachusetts,32,0.375,-1.76,3.4,0.313,0.538,0.214,70.688,74.875,-4.188,0.852,20.38,2010
McNeese St.,30,0.333,-11.82,-4.34,0.313,0.583,0.188,67.733,70.2,-2.467,0.828,20.23,2010
Memphis,34,0.706,11.74,3.65,0.813,0.85,0.6,75.441,65.676,9.765,1.2,18.91,2010
Mercer,33,0.485,-5.05,-1.2,0.5,0.625,0.267,76.182,75.091,1.091,0.914,18.7,2010
Miami FL,33,0.606,11.35,7.01,0.25,0.75,0.2,72.424,64.727,7.697,0.994,17.36,2010
Miami (OH),32,0.438,0.56,1.43,0.563,0.769,0.133,62.375,63.25,-0.875,0.81,18.19,2010
Michigan,32,0.469,10.04,9.37,0.389,0.625,0.273,64.344,61.563,2.781,1.399,14.63,2010
Michigan St.,37,0.757,15.33,8.17,0.778,0.882,0.667,71.838,63.811,8.027,1.179,18,2010
Middle Tennessee,33,0.576,-1.99,-3.33,0.722,0.75,0.467,69.152,64.697,4.455,0.837,21.09,2010
Milwaukee,34,0.588,1.23,0.52,0.556,0.714,0.467,69.706,68.059,1.647,0.91,18.5,2010
Minnesota,35,0.6,15.64,7.32,0.5,0.824,0.364,72.371,64.057,8.314,1.365,16.54,2010
Mississippi,35,0.686,13.46,5.77,0.563,0.789,0.6,78.371,70.686,7.686,1.146,18.86,2010
Mississippi St.,36,0.667,12.55,4.6,0.563,0.765,0.455,72.833,64.889,7.944,1.043,14.11,2010
Mississippi Valley St.,32,0.281,-19.69,-9.88,0.444,0.667,0.167,64.281,72.344,-8.063,0.707,20.81,2010
Missouri,34,0.676,17.39,6.36,0.625,0.889,0.4,77.265,66.235,11.029,1.208,19.29,2010
Missouri St.,36,0.667,7.57,1.4,0.444,0.905,0.308,71.444,65.278,6.167,1.241,18.53,2010
Monmouth,31,0.387,-11.2,-7.82,0.444,0.571,0.267,63.742,66.613,-2.871,0.906,18.23,2010
Montana,32,0.688,3.93,-2.35,0.625,0.875,0.5,69.625,61.25,8.375,1.015,17.84,2010
Montana St.,29,0.517,-3.18,-2.45,0.625,0.643,0.4,68.69,67.655,1.034,1.103,17.79,2010
Morehead St.,35,0.686,3.51,-3.07,0.833,0.882,0.5,71.571,63.314,8.257,0.964,19.74,2010
Morgan St.,37,0.73,-1.18,-6.15,0.938,0.917,0.632,76.027,70.432,5.595,0.924,21.14,2010
Mount St. Mary's,31,0.516,-4.38,-6.28,0.667,0.769,0.333,65.968,63.194,2.774,0.848,17.52,2010
Murray St.,36,0.861,8.69,-3.89,0.944,1,0.733,76.472,60.417,16.056,1.055,17.17,2010
Navy,30,0.433,-12.01,-7.91,0.5,0.714,0.2,71.267,75.367,-4.1,0.889,21.67,2010
North Carolina St.,36,0.556,8.47,7.3,0.313,0.588,0.385,66.611,64.5,2.111,1.023,18.14,2010
Nebraska,33,0.455,6.6,6.66,0.125,0.667,0.091,66.485,65.727,0.758,1.132,18.97,2010
Nevada,34,0.618,6.5,2.56,0.688,0.938,0.333,79.5,75.029,4.471,1.185,17.38,2010
UNLV,34,0.735,12.57,4.82,0.688,0.789,0.75,73.088,63.765,9.324,1.395,20.32,2010
New Hampshire,30,0.433,-9.54,-6.29,0.375,0.692,0.2,60.833,62.433,-1.6,0.79,20.03,2010
New Mexico,35,0.857,12.49,3.84,0.875,0.944,0.833,75.857,67.2,8.657,1.284,17.57,2010
New Mexico St.,34,0.647,2.06,1.66,0.688,0.8,0.467,78.294,77.618,0.676,1.108,17.5,2010
New Orleans,30,0.267,-13.5,-4.5,0.167,0.462,0.154,59.267,66.2,-6.933,0.672,20.23,2010
Niagara,33,0.545,0.32,-2.5,0.5,0.727,0.429,72.182,69.364,2.818,1.084,18.79,2010
Nicholls St.,30,0.367,-10.99,-2.61,0.438,0.818,0.143,65.567,70.467,-4.9,1.015,21.33,2010
NJIT,31,0.323,-19.59,-8.24,0.333,0.615,0.063,61.452,66.774,-5.323,0.816,19.84,2010
Norfolk St.,30,0.367,-11.89,-6.42,0.563,0.6,0.313,70.633,75.333,-4.7,0.631,22.7,2010
North Carolina,37,0.541,10.14,9.83,0.313,0.737,0.333,74.541,71.919,2.622,1.027,15.24,2010
North Carolina A&T,33,0.333,-12.02,-5.66,0.375,0.538,0.167,67.909,72,-4.091,0.818,17.27,2010
North Carolina Central,29,0.241,NA,NA,NA,0.5,0,60.276,70.448,-10.172,0.759,18.83,2010
North Dakota,31,0.258,NA,NA,0.625,0.375,0.2,62.613,71.774,-9.161,0.707,20.58,2010
North Dakota St.,29,0.379,-8.53,-5.76,0.444,0.429,0.357,70.586,71.966,-1.379,1.073,19.07,2010
North Florida,31,0.419,-9.53,-2.11,0.4,0.417,0.333,59.032,65.129,-6.097,0.78,20.13,2010
North Texas,33,0.727,-2.49,-4.72,0.722,0.857,0.6,73.848,69.788,4.061,0.812,17.88,2010
Northeastern,33,0.606,6.48,2.21,0.778,0.692,0.571,64.364,60.091,4.273,1.008,15.76,2010
Northern Arizona,28,0.5,-7.54,-2.35,0.5,0.667,0.375,70.179,71.536,-1.357,1.056,19.64,2010
Northern Colorado,33,0.758,2.06,-4.26,0.75,0.867,0.692,73.515,66.727,6.788,0.921,19.94,2010
Northern Illinois,30,0.333,-7.64,-2.05,0.375,0.5,0.188,67.233,71.933,-4.7,0.869,21.67,2010
Northern Iowa,35,0.857,12.03,4.27,0.833,1,0.75,63.314,55.114,8.2,0.987,15.89,2010
Northwestern,34,0.588,8.32,4.99,0.389,0.789,0.167,69.147,65.824,3.324,1.511,19.15,2010
Northwestern St.,29,0.345,-14.98,-4.7,0.313,0.5,0.2,75.379,80.448,-5.069,0.745,23.38,2010
Notre Dame,35,0.657,13.14,6.22,0.556,0.85,0.333,75.286,68.371,6.914,1.616,15.14,2010
Oakland,35,0.743,-0.64,-2.96,0.944,0.929,0.588,76.457,71.543,4.914,0.951,18.06,2010
Ohio,37,0.595,4.56,-0.03,0.438,0.765,0.357,74.676,69.432,5.243,1.108,18.81,2010
Ohio St.,37,0.784,19.49,7.37,0.778,0.944,0.545,74.054,61.459,12.595,1.32,15.27,2010
Oklahoma,31,0.419,6.24,7.79,0.25,0.733,0.091,72.097,73.645,-1.548,1.024,16.29,2010
Oklahoma St.,33,0.667,12.34,6.97,0.563,0.938,0.3,73.848,67.97,5.879,0.988,20.12,2010
Old Dominion,36,0.75,11.39,1.78,0.833,1,0.6,67.083,57.472,9.611,1.212,15.56,2010
Oral Roberts,33,0.606,-0.88,-3.85,0.722,0.769,0.5,70.091,66.121,3.97,0.88,18.03,2010
Oregon,32,0.5,4,5.96,0.389,0.579,0.364,69.906,70.219,-0.313,0.87,18.94,2010
Oregon St.,32,0.438,3.76,5.79,0.444,0.563,0.308,60.281,62.156,-1.875,0.762,16.5,2010
Pacific,35,0.657,2.9,-1.19,0.75,0.733,0.632,65.629,60.943,4.686,1.107,17.29,2010
Penn St.,31,0.355,6.58,6.32,0.167,0.438,0.273,64.935,64.677,0.258,1.139,16.23,2010
Penn,28,0.214,-13.31,-3.31,0.357,0.231,0.2,62.536,72.536,-10,0.895,19.11,2010
Pepperdine,31,0.226,-8.44,0.94,0.214,0.313,0,65.935,74.71,-8.774,0.809,19.32,2010
Pittsburgh,34,0.735,14.3,7.39,0.722,0.944,0.556,68.706,61.794,6.912,1.273,17.47,2010
Portland,32,0.656,6.35,2.04,0.714,0.867,0.417,72.063,66.156,5.906,1.124,15.75,2010
Portland St.,32,0.406,-3.49,-1.21,0.438,0.667,0.294,78,79.25,-1.25,0.984,18.63,2010
Prairie View,30,0.533,-15.79,-12.11,0.611,0.786,0.333,64.333,62.167,2.167,0.918,17.57,2010
Presbyterian,31,0.161,NA,NA,0.111,0.222,0.053,60.419,73.129,-12.71,0.716,16.26,2010
Princeton,31,0.71,-0.02,-5.56,0.786,0.786,0.647,60.355,53.29,7.065,0.892,16.87,2010
Providence,31,0.387,7.04,8.24,0.222,0.471,0.308,82.387,82.161,0.226,1.124,19.84,2010
Purdue,35,0.829,17.52,8.81,0.778,0.833,0.8,70.486,61.257,9.229,1.294,18.6,2010
Purdue-Fort Wayne,31,0.516,-9.42,-4.73,0.5,0.714,0.333,68.677,68.129,0.548,0.945,19.1,2010
Quinnipiac,33,0.697,-3.5,-9.37,0.833,0.933,0.471,73.182,66.485,6.697,0.98,19,2010
Radford,31,0.613,-6.42,-6.9,0.722,0.813,0.429,71.516,68.613,2.903,1.077,15.97,2010
Rhode Island,36,0.722,9.16,3.33,0.563,0.882,0.6,76.028,70.222,5.806,1.353,16.53,2010
Rice,31,0.258,-5.72,1.15,0.063,0.412,0.071,63.968,69.71,-5.742,0.846,19.84,2010
Richmond,35,0.743,10.03,3.43,0.813,0.933,0.538,69.343,62.743,6.6,1.151,18.11,2010
Rider,33,0.515,-3.71,-1.68,0.5,0.538,0.471,69.545,71.576,-2.03,0.967,17.64,2010
Robert Morris,35,0.657,-3.71,-6.15,0.833,0.8,0.588,68.543,65.886,2.657,0.833,21.63,2010
Rutgers,32,0.469,1.29,5.91,0.278,0.684,0.1,67.5,71.719,-4.219,0.94,16.16,2010
Sacramento St.,30,0.3,-12.41,-2.65,0.188,0.385,0.25,64.5,71.333,-6.833,0.934,18.77,2010
Sacred Heart,29,0.483,-11.39,-8.72,0.389,0.692,0.267,71.966,73.207,-1.241,0.922,18.97,2010
Saint Francis (PA),30,0.367,-15.87,-7.08,0.5,0.643,0.125,62.5,70.133,-7.633,0.811,20.1,2010
Saint Joseph's,31,0.355,-2.13,3.97,0.313,0.615,0.143,69.065,75.161,-6.097,0.998,17.84,2010
Saint Louis,36,0.639,5.46,2.55,0.688,0.818,0.455,63.417,60.222,3.194,0.95,17.08,2010
